Date,Open,High,Low,Close,Volume
2024-10-11 00:00:00-04:00,497.84169232062334,507.61229682304617,497.6456796914241,505.9757080078125,2409700
2024-10-14 00:00:00-04:00,507.2987597537976,512.6103611804976,505.20153822224995,512.2967529296875,2174900
2024-10-15 00:00:00-04:00,528.0258439114702,529.7016713347737,505.2015852233036,511.9342041015625,4525400
2024-10-16 00:00:00-04:00,519.4018022339241,525.4973946736322,515.4621694234584,519.2645874023438,2649000
2024-10-17 00:00:00-04:00,520.616950781956,524.5859522393752,517.6671312374745,518.4217529296875,2123500
2024-10-18 00:00:00-04:00,518.803980019229,520.1563894070875,516.3343524736341,517.9317626953125,1779200
2024-10-21 00:00:00-04:00,517.4417862154606,519.2547685481169,506.6617490026386,507.44573974609375,1752100
2024-10-22 00:00:00-04:00,505.2995792654997,509.23921239032114,502.68298672564003,507.935791015625,1588000
2024-10-23 00:00:00-04:00,505.48578978728403,509.6018164213125,503.13381729260084,506.8578186035156,1263200
2024-10-24 00:00:00-04:00,508.62176112201354,514.5017814818057,507.83777037030666,514.0117797851562,2058200
2024-10-25 00:00:00-04:00,517.4907963159403,518.2257988842752,500.52693943136126,502.3497314453125,1633200
2024-10-28 00:00:00-04:00,505.09374826747467,514.0999814064704,504.6821037957536,513.1101684570312,1687100
2024-10-29 00:00:00-04:00,510.7582179039764,516.697036732456,510.5818244514077,513.7962646484375,1281600
2024-10-30 00:00:00-04:00,512.9337540187299,520.1759329871549,512.6103361798152,513.9137573242188,1441600
2024-10-31 00:00:00-04:00,511.9929833811464,514.5017897155539,504.2411827345497,507.4359436035156,2061700
2024-11-01 00:00:00-04:00,509.6018089018372,516.1090463556419,506.7009770717318,508.96478271484375,1625000
2024-11-04 00:00:00-05:00,507.64173018503925,507.6907183891142,500.30151473784395,501.2423095703125,1797800
2024-11-05 00:00:00-05:00,502.7416791593605,516.9125480233263,502.34965392421327,516.4225463867188,2169900
2024-11-06 00:00:00-05:00,555.9558890035865,586.6397915277315,554.779873019573,584.0623779296875,8042800
2024-11-07 00:00:00-05:00,578.2020078477519,583.1020248634109,569.8915981298859,570.528564453125,4475600
2024-11-08 00:00:00-05:00,574.693509956098,583.2489793127944,569.6758979193244,577.4767456054688,2714000
2024-11-11 00:00:00-05:00,586.9240132318922,595.0090406350894,584.2485634899592,590.2952270507812,2510800
2024-11-12 00:00:00-05:00,586.091076192947,590.0503285804277,579.6426364700628,580.7402954101562,2392900
2024-11-13 00:00:00-05:00,582.7394203351589,591.4810338221682,580.7990327644683,582.3375854492188,1763100
2024-11-14 00:00:00-05:00,588.0020357150189,589.5014696171291,574.5171794589422,576.8397827148438,1670500
2024-11-15 00:00:00-05:00,581.494749160237,583.239183761554,575.3501690858477,581.671142578125,2007700
2024-11-18 00:00:00-05:00,582.8178315504381,583.1706184116578,573.0275475416483,576.232177734375,1848900
2024-11-19 00:00:00-05:00,568.0687575410055,573.0668108843162,564.0017792266203,569.75439453125,2217400
2024-11-20 00:00:00-05:00,572.1553652278782,576.0459497663586,565.0895196318794,570.2933349609375,1528600
2024-11-21 00:00:00-05:00,574.7818105104005,588.6880613136524,572.8218036871918,584.1898193359375,2281900
2024-11-22 00:00:00-05:00,584.2976214851759,591.8632791352344,582.5532464679908,590.7265014648438,1733700
2024-11-25 00:00:00-05:00,596.6162044713853,599.0760223948105,586.8554096066781,590.971435546875,2940800
2024-11-26 00:00:00-05:00,588.1294156008644,595.0482368637507,581.1419869256748,593.3920288085938,2846500
2024-11-27 00:00:00-05:00,595.5284328463756,600.0070553659433,591.2164539640636,593.3234252929688,1424500
2024-11-29 00:00:00-05:00,597.1258887701284,600.4774837595235,594.9208810480885,596.4006958007812,1170200
2024-12-02 00:00:00-05:00,598.7938582837386,602.6446278643302,592.1952955205867,592.59912109375,1804100
2024-12-03 00:00:00-05:00,599.7393308766597,602.1620438190623,591.70285350167,592.9635009765625,1718100
2024-12-04 00:00:00-05:00,593.8696131667358,595.130260767693,587.7241063895343,589.6445922851562,1617300
2024-12-05 00:00:00-05:00,591.4370515249508,597.3757164967518,587.3202904615492,587.7634887695312,1672800
2024-12-06 00:00:00-05:00,588.1179304367442,590.9149543360986,585.3701975390334,590.5997924804688,1405700
2024-12-09 00:00:00-05:00,589.9202786729893,593.8695701753286,584.7300560629744,585.1240234375,1633200
2024-12-10 00:00:00-05:00,581.0664088924389,587.2414897953353,574.9209025924182,576.1716918945312,2600800
2024-12-11 00:00:00-05:00,581.1846505514787,584.7203187557932,578.0134352675261,583.5877075195312,2195300
2024-12-12 00:00:00-05:00,583.6172406402369,587.2907430789554,579.6974635011088,582.6520385742188,1218400
2024-12-13 00:00:00-05:00,585.0058189186055,585.9906771996134,576.2208998830906,576.6148071289062,1215000
2024-12-16 00:00:00-05:00,579.0967230181532,579.3626540142378,569.9375521762875,577.4520263671875,1713300
2024-12-17 00:00:00-05:00,572.0450930083548,572.8033929862248,563.6245068728064,565.9783325195312,2314100
2024-12-18 00:00:00-05:00,568.7458681770478,570.695868574831,536.2455409554015,541.9183349609375,3271600
2024-12-19 00:00:00-05:00,552.9388915268967,558.4147017177851,545.2175753752988,545.6016845703125,2753300
2024-12-20 00:00:00-05:00,546.5373269361744,564.2254055707416,545.000950225269,557.5283203125,4515900
2024-12-23 00:00:00-05:00,556.444941325925,562.984414886019,553.2933827333875,562.137451171875,1519500
2024-12-24 00:00:00-05:00,565.5057367428352,573.9656372070312,562.708712282494,573.9656372070312,913400
2024-12-26 00:00:00-05:00,569.3958787823337,573.7686522583573,568.755696810794,572.42919921875,1092000
2024-12-27 00:00:00-05:00,568.2632184313504,573.148137061631,562.6987451943472,567.4556274414062,1486000
2024-12-30 00:00:00-05:00,558.6806598785355,567.2981711264887,556.5434738091317,564.8655395507812,1265900
2024-12-31 00:00:00-05:00,566.3624999465935,568.1844638542,561.7632282718097,563.9495849609375,1055800
2025-01-02 00:00:00-05:00,570.5382887416675,575.4625804951856,561.1131871121161,566.2639770507812,2219000
2025-01-03 00:00:00-05:00,572.2027081963419,573.3254611554115,563.0730519470919,571.3458862304688,1422600
2025-01-06 00:00:00-05:00,576.1224096453847,584.6611746908179,571.0405670849765,574.5565185546875,2257000
2025-01-07 00:00:00-05:00,578.2201485108882,579.3724760145974,559.7934879841795,571.3359985351562,2021900
2025-01-08 00:00:00-05:00,572.2420634510614,572.3996744462945,563.9988040230342,571.237548828125,1513400
2025-01-10 00:00:00-05:00,567.5246395383563,567.5246395383563,549.5608323662143,551.5206909179688,2817900
2025-01-13 00:00:00-05:00,549.4327862956515,557.6169568570024,548.3297497421132,554.426025390625,1871200
2025-01-14 00:00:00-05:00,561.0343582914511,564.9049043464876,556.6419287009304,562.8760986328125,2221900
2025-01-15 00:00:00-05:00,588.945299939269,600.1825073906151,584.0210081337568,596.745361328125,5119800
2025-01-16 00:00:00-05:00,600.7537379253632,607.5000537189495,596.8241627094396,603.7083129882812,3224500
2025-01-17 00:00:00-05:00,608.4454580866761,617.506166653064,603.7181501727724,616.4622192382812,3425200
2025-01-21 00:00:00-05:00,607.4705239379705,625.8085830393647,599.7787820277357,625.1290283203125,5076700
2025-01-22 00:00:00-05:00,623.8486851416172,625.9759527612238,620.175182675614,623.1494140625,2835700
2025-01-23 00:00:00-05:00,625.306226602516,635.7654171336247,624.8827447389792,629.81689453125,2582700
2025-01-24 00:00:00-05:00,620.4607401842076,630.9002143079938,619.436509173698,627.2562866210938,3183500
